sample_id,viability
3418,100
3425,98.2
3426,100.2
3433,97.2
3434,99.5
3448,99.7
3449,100.5
3450,101.7
3451,101.5
3458,99.7
3459,99.2
3466,99.6
3467,99.8
3474,101.7
3475,101.5
3482,101.4
3483,101.1
3490,100
3491,100.2
3498,99.3
3499,100
3506,98.1
3507,97
3514,99.5
3515,99.7
3522,99.5
3523,98.5
3530,100.1
3531,100.8
3538,101.1
3539,100.8
3546,98.8
3547,99.8
3554,98.9
3555,99.6
3562,99.9
3563,100.5
3570,98.9
3571,99.9
3578,101.3
3579,102.4
3586,99.7
3587,99.9
3594,98.9
3595,98.8
3602,96.7
3603,96.4
3606,100.1
3607,100.4
3614,100.5
3615,100.1
3626,99.9
3627,100
3634,98.8
3635,100.1
3642,101.6
3643,100.8
3650,101.7
3651,100.4
3658,100.1
3659,99.4
3666,99.3
3667,100.2
3674,98.1
3675,100.4
3702,99.2
3682,99.6
3689,100.7
3690,100.6
3697,101.2
3698,100.8
3707,100.4
3708,100.6
3715,100.7
3716,101
3723,99.9
3724,99.6
3731,100.1
3732,100
3739,100.9
3740,101.6
3747,100.2
3748,101.1
3755,100.5
3756,100.6
3763,102.2
3764,102.9
3771,101.6
3772,101.3
3779,99.8
3780,99.6
3787,101
3788,100.8
3795,100.8
3796,99.7
3803,101
3804,101.1
3811,101
3812,101.4
3819,101.2
3820,101.6
3827,100.8
3828,101.1
3835,102.3
3836,102.1
3843,101.8
4249,102
3850,100.8
3851,100.9
3858,101
3859,101.1
3866,100.8
3867,101
3874,102.2
3875,101.6
3882,101.9
3883,103.4
3889,101.4
3890,101.2
3898,101
3899,101.1
3906,101.6
3907,101.3
3914,101
3915,101.4
3922,100.2
3923,100.7
3930,99.8
3931,101
3938,101.1
3939,100.3
3946,100.4
3947,101
3954,100.9
3955,101
3962,100.2
3963,101.4
3970,100.3
3971,100.8
3978,100.1
3979,100.9
3986,101.3
3987,102.2
3994,100.9
3995,101
4002,101.3
4003,100.6
4012,101
4011,102.4
4018,101
4019,101
4026,103.5
4027,104.4
4034,102
4035,101.7
4042,102.1
4043,102.4
4050,102.1
4051,102.1
4222,104.1
4058,105.2
4087,100.9
4223,102.1
4224,102.1
4072,102.4
4073,102.4
4080,100.3
4081,99.9
4088,101.3
4095,101.5
4096,102.6
4103,101.1
4104,101
4733,100.2
4111,100.1
4118,101.2
4119,101.7
4396,99.2
4126,98.6
4150,101.2
4151,101.1
4134,103.4
4135,102.4
4142,99.9
4143,101.7
4156,100.5
4157,100.7
4164,99.7
4165,100.2
4172,99.4
4173,100.6
4180,99.4
4181,100.1
4188,100.3
4189,99.1
4196,98.1
4197,97.7
4394,101
4204,101.1
4211,100.6
4212,101.1
4219,99.6
4220,100
4229,100.2
4230,100.4
4237,104.8
4238,104.3
4245,106.4
4246,107.1
4254,100.7
4255,100.1
4262,100.8
4263,101.1
4270,100.7
4271,101.7
4278,101.2
4279,101.2
4286,101.4
4287,101.5
4294,100.4
4295,100.5
4302,100.8
4303,100.4
4310,101.5
4311,101.7
4318,99.2
4319,99.6
4327,100.5
4328,101
4335,101.1
4336,101.5
4343,100.4
4344,100.7
4351,100.2
4352,99.9
4359,101.3
4360,102.3
4367,98.5
4368,98.3
4375,101.1
4376,101.9
4383,101
4384,101.7
4390,100.1
4391,100.7
4401,100.8
4402,101.3
4409,100.6
4410,100.2
4417,99.3
4418,98.5
4425,101.2
4426,101.3
4433,100.8
4434,100.5
4441,101
4442,100.9
4449,101
4450,100.5
4457,100.2
4458,100.4
4465,99.5
4466,99.6
4473,100.1
4474,100.4
4481,100.6
4482,101
4489,100.5
4490,100.3
4497,100.8
4498,101.6
4505,101.2
4506,102.6
4513,100.8
4514,101.5
4521,100.8
4522,100.5
4529,101.2
4530,101.9
4537,101.6
4538,100.6
4545,100.5
4546,101.2
4553,101.3
4554,102.2
4561,100.1
4562,100.7
4569,100.4
4570,100.3
4577,100.9
4578,100.8
4585,99.7
4586,100.6
4593,98
4594,99.1
4601,99.6
4602,99.9
4609,97.6
4610,97.7
4617,99.8
4618,101
4625,99.9
4626,99.7
4633,98.5
4634,98.9
4641,99
4642,99.3
4649,98
4650,98.3
4657,97.4
4658,97.9
4665,101.5
4666,101
4673,100.4
4674,101
4681,100.8
4682,101.8
4689,101.3
4690,101
4697,101
4698,100.8
4705,100.6
4706,100.6
4713,99.9
4714,98.5
4721,100.4
4722,100.9
4729,100.4
4730,101.3
4738,100
4739,100.8
4746,100.8
4747,101.5
4754,100.1
4755,101.5
4762,100.3
4763,100.5
4770,100.5
4771,101.4
4778,101.5
4779,100.8
4786,98.7
4787,99.4
4794,100.9
4795,101.1
4802,99.3
4803,100.1
4810,99.7
4811,100.3
4818,100.7
4819,100.6
4826,100.8
4827,101.5
4834,99.7
4835,101.5
4842,101.8
4843,103
4850,98.9
4851,100.1
4859,99.4
4860,99
4867,101.2
4868,101.7
4875,100.1
4876,99.6
4883,101.3
4884,100.9
4891,98.2
4892,96.3
4899,98.5
4900,100.8
4907,100.5
4908,100.3
4915,100.2
4916,100.4
4923,100.3
4924,101.7
4931,100.3
4932,100.4
4939,99.1
4940,100
4947,99.7
4948,100
4955,100.5
4956,100.7
4963,100.1
4964,100.5
4971,100.1
4972,100.3
4979,100.7
4980,100.8
4987,99.2
4988,100.4
4995,99.3
4996,99.5
5003,100.4
5004,100.6
5011,99.9
5012,100.3
5019,98.2
5020,99
5027,99.9
5028,99.7
5035,100.2
5036,100.8
5043,99.6
5044,100
5051,100
5052,100.4
5059,99.3
5060,100.2
5067,98.4
5068,98.2
5075,99.6
5076,100.4
5083,100.7
5084,102.1
5091,100.3
5092,101.5
5099,100.2
5100,100.7
5107,100
5108,100.3
5115,99.1
5116,99.5
5123,100.2
5124,100.5
5131,101.1
5132,101.1
5139,100.8
5140,102.1
5147,100.6
5148,100.6
5155,99.6
5156,100.7
5163,100.8
5164,100.5
5171,99.4
5172,99.9
5179,99.8
5180,98.4
5187,92.1
5188,93.7
5195,100.7
5196,100.9
5203,102
5204,102.7
5211,101.3
5213,101
5219,101.2
5220,101.5
5227,100.9
5228,101.2
5235,100.9
5236,101.4
5242,101
5243,101.3
5250,101
5251,102
5258,101
5259,101.9
5266,99.8
5267,99.3
5274,100.4
5275,100.6
5282,99.3
5283,99.9
5290,100.3
5291,101.1
5298,100.5
5299,101.1
5306,101.3
5307,101.3
5314,101.2
5315,100.9
5322,100.4
5323,100.4
5330,99.5
5331,99.4
5339,100.6
5340,100
5347,100.2
5348,99.8
5355,93.1
5356,93.4
5361,100.7
5362,101.3
5369,100
5370,99.4
5377,98.4
5378,99.1
5385,100
5386,102
5393,100.8
5394,100.1
5401,98.3
5402,99.4
5409,100.2
5410,100.4
5417,99.2
5418,99.2
5425,86.6
5426,84.7
5433,100.4
5434,100.3
5441,100.8
5442,101
5449,98.8
5450,98
5481,101.3
5458,99.5
5459,101.4
5466,98.1
5467,101.2
5474,98.8
5475,98.8
5482,101.2
5489,103.6
5490,106.1
5497,98.9
5498,99.5
5505,99.4
5506,100.6
5513,99.4
5514,100.4
5521,98.9
5522,100.2
5529,99.7
5530,100.3
5537,100
5538,99.6
5545,99.1
5546,98.2
5553,101.7
5554,101.6
5561,101.2
5562,102.6
5569,93.7
5570,98
5579,100.5
5580,100.9
5586,96.9
5587,95.3
5594,96.1
5595,94.3
5602,99.7
5603,99.4
5610,100.4
5611,100
5618,99.8
5619,99
5627,100.3
5628,100.6
5633,100.7
5634,100.1
5641,101.2
5642,103.1
2389,100.6
2390,100.1
2397,100.3
2398,99.6
2405,101.2
2406,101
2411,106
2410,106.6
2418,103.8
2419,103.9
2426,104
2427,103.7
2437,99.7
2438,100.1
2445,101
2446,100.8
2453,103.7
2454,102.6
2455,100.3
2462,100.8
2463,100.5
2738,101.2
2470,100.8
2477,99.7
2484,99.9
2485,100.4
2492,101.1
2493,101.1
2500,56.3
2501,55.4
2508,99.9
2509,99.6
2516,100
2517,100.6
2524,99.1
2525,99.2
2532,100.7
2533,100.6
2540,97.9
2541,94.8
2548,97.4
2549,98.1
2556,100.6
2557,100.5
2564,101.3
2565,101.2
2572,100.6
2573,100.1
2580,99.8
2581,99.7
2588,100.5
2589,100.8
2596,102.1
2597,102.5
2604,99.5
2605,99.8
2612,97.1
2613,97.2
2620,94
2621,92.9
2626,97.8
2627,97.7
2634,99.9
2635,99.6
2642,100.8
2643,98.9
2650,100.4
2651,99.9
2658,99.8
2659,99.5
2666,99.9
2667,99.5
2674,98
2675,98.9
2682,99.6
2683,99.3
2690,99.6
2691,100.4
2698,100.3
2739,100.4
2705,100.3
2706,100.7
2713,100
2714,100.8
2720,98.9
2721,100.1
2728,100.5
2729,100.4
2736,101
2737,100.5
2747,99.8
2748,100.2
2755,102
2756,103.3
2763,102
2764,101.4
2771,101
2772,99.5
2779,99.5
2780,98.7
2787,100.7
2788,101.1
2795,101.1
2796,100.9
2803,100
2804,99.1
2811,104.5
2812,103
2843,100.6
2844,99.8
2822,100.1
2823,100.4
2830,102.3
2831,99.9
2838,100.7
2839,94.1
2851,102.9
2852,102.1
2859,103.4
2860,104.4
2863,95.1
2862,95
2870,100
2871,99.3
2878,100.6
2879,100.9
2886,102.3
2887,101.8
2894,99.7
2895,101
2902,98.5
2903,98.4
2915,98
2916,97.5
2923,94.6
2924,94
2931,93.9
3028,91.5
2938,99.5
2939,100
2946,98.6
2947,99.1
2954,99.8
2955,98.1
2962,100.2
2963,99
2970,98.5
2971,99.6
2978,99.1
2979,99.6
2986,99.8
2987,99.7
2994,100.1
2995,100.2
3002,101.3
3003,101
3010,98.3
3011,98.4
3018,96.4
3019,94.1
3026,94.2
3027,93.9
3035,99.9
3036,99.4
3043,99.2
3044,98.8
3051,102
3052,100.2
3059,100.9
3060,101.2
3067,98.7
3068,99.7
3075,98.7
3076,97.6
3083,100.5
3084,101.3
3091,103.5
3092,104
3099,106.1
3100,104.9
3107,97.3
3108,97.6
3115,101
3116,99.3
3123,102.1
3124,100.9
3131,99.3
3132,100
3139,97.1
3140,98.1
3147,100.5
3148,99.3
3155,100.1
3156,99.6
3163,98.9
3164,99.2
3171,98.5
3172,96.6
3179,98.7
3180,98.8
3187,97.6
3188,97.6
3195,93.6
3196,93.2
3203,99.5
3204,99.9
3211,100.2
3212,100.8
3219,97.7
3220,99.2
3227,96.9
3228,98
3235,95.9
3236,94
3243,100.8
3244,101.8
3251,99.2
3252,98.5
3259,99.2
3260,100.6
3267,99.8
3268,100.4
3275,98.8
3276,98.3
3283,98.5
3284,98.1
3291,99.1
3292,96.7
3299,100.3
3300,100.4
3307,99.9
3308,100.2
3315,99.6
3316,98.9
3323,99.5
3324,99.9
3331,99
3332,99.4
3339,99.9
3340,100.4
3347,99
3348,99.3
3355,99.4
3356,99.8
3363,99.7
3364,99.3
3371,100.9
3396,100.8
3378,100.6
3379,100.8
3386,99.7
3387,99.3
3394,102
3395,100.7
3403,97.5
3404,97.3
3411,96.5
3412,95.7
3419,99.3
3420,99.9
3427,100.2
3428,98.9
3435,98.4
3436,96.8
3439,98.3
3440,99.8
3452,101.3
3453,100.1
3460,98.5
3461,99.2
3468,99.7
3469,99.7
3476,101
3477,101.2
3484,101.6
3485,101.4
3492,100.3
3493,100.2
3500,98.8
3501,99.7
3508,77.6
3509,80
3516,99.5
3517,99.2
3524,98.1
3525,98.5
3532,99.1
3533,99.1
3540,99.8
3541,99.8
3548,98.1
3549,98.8
3556,96.8
3557,97.1
3564,99.8
3565,100.2
3572,100
3573,99.1
3580,101.5
3581,99.9
3588,99.1
3589,98.9
3596,97.8
3597,98
3604,95.6
3605,95.2
3608,99.3
3609,99.6
3616,99.6
3617,100
3628,99.6
3629,99.2
3636,98.7
3637,99.1
3644,102.8
3645,100.5
3652,100.1
3653,99.7
3660,99.5
3661,98.8
3668,98.7
3669,97.4
3676,97.6
3677,99
3683,102.3
3684,102.5
3691,100.5
3692,100.7
3699,107.3
3700,107.3
3709,99.4
3710,99.2
3717,97.2
3718,97.7
3725,93.8
3726,92.9
3733,100
3734,100.1
3741,100.2
3742,100.2
3749,97.7
3750,97.8
3757,100.5
3758,101.3
3765,103.6
3766,103.2
3773,101.9
3774,102.4
3781,99.3
3782,98.9
3789,96
3790,94.7
3797,83.8
3798,84.7
3805,100.4
3806,100.9
3813,99.4
3814,99.5
3821,97.9
3822,98.6
3829,100.9
3830,101.3
3837,102.4
3838,102.9
3844,100.8
3845,100.7
3852,100.3
3853,100.1
3860,101.1
3861,101.2
3868,93.9
3869,94.9
3876,102.2
3877,102.2
3884,104.6
3885,104.6
3891,102.6
3892,102.8
3900,101
3901,100.6
3908,101.6
3909,100.7
3916,101.7
3917,101.5
3924,100.5
3925,100.9
3932,101.3
3933,100.4
3940,98.7
3941,98.1
3948,101
3949,100.8
3956,102.9
3957,102.7
3964,101.1
3965,101.7
3972,101.1
3973,102
3980,101
3981,100.9
3988,102.9
3989,102.1
3996,100.1
3997,101.1
4004,99.4
4005,100.8
4006,98.3
4013,97.2
4020,101.6
4021,100.7
4028,109.5
4029,110.2
4036,98.7
4037,96.4
4044,103.1
4045,102.6
4052,102.7
4053,102.8
4059,103.1
4060,102.9
4089,99.2
4066,102.5
4067,102.4
4074,101.1
4075,101.1
4082,94.8
4083,93.1
4090,100
4097,98.6
4098,98.8
4105,91.2
4106,88.7
4112,100.6
4113,100.6
4120,101.8
4121,100.8
4127,100.2
4128,100.7
4129,101.3
4130,101.9
4136,103.2
4137,104.2
4144,101
4145,101.8
4158,99.9
4159,100.1
4166,98.4
4167,98.8
4174,23.1
4175,29.4
4182,98.3
4183,98.3
4190,94.1
4191,92.4
4198,76.8
4199,77.2
4205,100.9
4206,100.8
4213,100.9
4214,101.3
4854,95.9
4221,96.9
4231,98.8
4232,99.6
4239,102.2
4240,103.1
4247,102.1
4248,102.6
4256,101.2
4257,101
4264,102.6
4265,103
4272,105.3
4273,106.3
4280,100.9
4281,101.2
4288,103.1
4289,103.4
4296,100.9
4297,101
4304,101.1
4305,101.1
4312,100.9
4313,100.5
4320,95.9
4321,94.4
4329,100.7
4330,101
4337,101.9
4338,102.6
4345,90.9
4346,90.9
4353,100.2
4354,100.1
4361,96.8
4362,97.9
4369,86.6
4370,85.7
4377,102.2
4378,101.4
4385,95.7
4386,96.8
4392,89.2
4393,89.7
4403,99.1
4404,99.4
4411,100.8
4412,100.6
4419,100
4420,99.9
4427,100
4428,100.2
4435,98.8
4436,97.7
4443,95.1
4444,93.5
4451,100
4452,100.3
4459,99.7
4460,99.7
4467,99.9
4468,99.2
4475,100.3
4476,100.3
4483,100.7
4484,101.3
4491,99.7
4492,99.8
4499,100.9
4500,100.8
4507,102.4
4508,103
4515,100
4516,102.2
4523,100.1
4524,100.5
4531,100
4532,98.4
4539,100.2
4540,100
4547,100.4
4548,100.1
4555,99.8
4556,100.4
4563,96.2
4564,96.6
4571,97.9
4572,99.1
4579,99
4580,99.5
4587,95.6
4588,97.4
4595,99.1
4596,99.1
4603,91.5
4604,91.8
4611,87
4612,83.1
4619,100.6
4620,99.7
4627,99.1
4628,99.1
4635,94.4
4636,93.7
4643,97.9
4644,98.5
4651,98.2
4652,98.6
4659,97.9
4660,97.4
4667,100.1
4668,101
4675,100.6
4676,100.1
4683,99.9
4684,99.8
4691,101.4
4692,101.6
4699,101.2
4700,101.6
4707,101
4708,100.8
4715,100.4
4716,100.7
4723,101.1
4724,100.6
4731,101.1
4732,91.1
4740,100.5
4741,100.9
4748,101.5
4749,102.8
4756,101.5
4757,102.1
4764,101.2
4765,101.2
4772,100.8
4773,100.9
4780,99.7
4781,101.6
4788,100.2
4789,100.9
4796,101
4797,101
4804,100.5
4805,100.5
4812,99.8
4813,99.7
4820,99.9
4821,100.1
4828,99.8
4829,100.1
4836,101.2
4837,101.9
4844,102.7
4845,103.3
4852,99.6
4853,99.5
4861,101
4862,101.4
4869,101.3
4870,101.6
4877,101
4878,101.1
4885,100
4886,98.6
4893,95.4
4894,95.2
4901,98.7
4902,97.2
4909,100.5
4910,101.2
4917,101.3
4918,101.2
4925,100.2
4926,101.2
4933,100.1
4934,100.4
4941,99.1
4942,99.4
4949,99
4950,98.5
4957,100.7
4958,100.1
4965,100
4966,100.1
4973,100.6
4974,100
4981,100.6
4982,100.4
4989,99.4
4990,99.9
4997,98.4
4998,98.7
5005,100.4
5006,100.8
5013,99.1
5014,100.3
5021,99.5
5022,100.9
5029,99.6
5030,99.7
5037,96
5038,96.4
5045,94
5046,94.4
5053,99.9
5054,99.9
5061,99.8
5062,100.1
5069,96.6
5070,96.9
5077,100.8
5078,100.4
5085,101.9
5086,100.9
5093,91.9
5094,92.9
5101,100
5102,100.5
5109,100
5110,99.6
5117,97.1
5118,97.8
5125,98.9
5126,99.3
5133,98.9
5134,98.4
5141,97.6
5142,97
5149,100.7
5150,100.9
5157,99.3
5158,99.5
5165,100.1
5166,98.5
5173,99.7
5174,100.2
5181,99.3
5182,98.9
5189,88.3
5190,90.9
5197,100.7
5198,100.9
5205,102.3
5206,102.8
5212,103.6
5214,104.2
5221,100.4
5222,100.9
5229,100.7
5230,101.8
5237,80.5
5334,100.5
5244,101.7
5245,101.1
5252,102.1
5253,101.8
5260,103.3
5261,103.7
5268,100.3
5269,100.4
5276,100.4
5277,101.4
5284,100.5
5285,100.8
5292,100.9
5293,100.9
5300,100.4
5301,100.3
5308,100
5309,99.2
5316,87.3
5317,91.3
5324,58.1
5325,52.1
5332,56.8
5333,56.6
5341,100.2
5342,100.8
5349,100.3
5350,99.6
5573,91.2
5574,90.6
5363,100.7
5364,100.9
5371,94.3
5372,94.6
5379,87.5
5380,93.1
5387,100.9
5388,101.5
5395,101.7
5396,100
5403,92.5
5404,91.7
5411,100
5412,100.2
5419,97.4
5420,95.7
5427,68.5
5428,68.3
5435,102.7
5436,102.8
5443,111
5444,111.1
5451,118.7
5452,119.6
5483,101.6
5460,100.3
5461,101.2
5468,99.9
5469,100.6
5476,96.8
5477,99.5
5484,102.4
5491,105.7
5492,106.2
5499,97.2
5500,96.9
5507,100.1
5508,99.7
5515,99.8
5516,101.6
5523,101
5524,100.9
5531,99.3
5532,99.8
5539,98.9
5540,98.6
5547,99.9
5548,99.2
5555,102.2
5556,102
5563,102.6
5564,103.5
5571,88.8
5572,87.2
5581,103.7
5582,103.6
5588,106.2
5589,105.1
5596,106.8
5597,104.8
5604,100.7
5605,100.6
5612,98.8
5613,100.3
5620,92.4
5621,90.6
5635,36.7
5636,34.5
