id,drug_id,cell_id,name,dose,time,replicate
3159,27,1,3017118022,Low,8,1
3160,27,1,3017118023,Low,8,2
3161,27,1,3017118024,Middle,8,1
3162,27,1,3017118025,Middle,8,2
3163,27,1,3017118026,High,8,1
3164,27,1,3017118027,High,8,2
3165,27,1,3017118028,Control,24,1
3166,27,1,3017118029,Control,24,2
3167,27,1,3017118030,Low,24,1
3168,27,1,3017119001,Low,24,2
3169,27,1,3017119002,Middle,24,1
3170,27,1,3017119003,Middle,24,2
3171,27,1,3017119004,High,24,1
3172,27,1,3017119005,High,24,2
3173,49,1,3017121006,Control,2,1
3174,49,1,3017121007,Control,2,2
3175,49,1,3017121008,Low,2,1
3176,49,1,3017121009,Low,2,2
3177,49,1,3017121010,Middle,2,1
3178,49,1,3017121011,Middle,2,2
3179,49,1,3017121012,High,2,1
3180,49,1,3017121013,High,2,2
3181,49,1,3017121014,Control,8,1
3182,49,1,3017121015,Control,8,2
3183,49,1,3017121016,Low,8,1
3184,49,1,3017121017,Low,8,2
3185,49,1,3017121018,Middle,8,1
3186,49,1,3017121019,Middle,8,2
3187,49,1,3017121020,High,8,1
3188,49,1,3017121021,High,8,2
3189,49,1,3017121022,Control,24,1
3190,49,1,3017121023,Control,24,2
3191,49,1,3017121024,Low,24,1
3192,49,1,3017121025,Low,24,2
3193,49,1,3017121026,Middle,24,1
3194,49,1,3017121027,Middle,24,2
3195,49,1,3017121028,High,24,1
3196,49,1,3017121029,High,24,2
3197,15,1,3017125001,Control,2,1
3198,15,1,3017125002,Control,2,2
3199,15,1,3017125003,Low,2,1
3200,15,1,3017125004,Low,2,2
3201,15,1,3017125005,Middle,2,1
3202,15,1,3017125006,Middle,2,2
3203,15,1,3017125007,High,2,1
3204,15,1,3017125008,High,2,2
3205,15,1,3017125009,Control,8,1
3206,15,1,3017125010,Control,8,2
3207,15,1,3017125011,Low,8,1
3208,15,1,3017125012,Low,8,2
3209,15,1,3017125013,Middle,8,1
3210,15,1,3017125014,Middle,8,2
3211,15,1,3017125015,High,8,1
3212,15,1,3017125016,High,8,2
3213,15,1,3017125017,Control,24,1
3214,15,1,3017125018,Control,24,2
3215,15,1,3017125019,Low,24,1
3216,15,1,3017125020,Low,24,2
3217,15,1,3017125021,Middle,24,1
3218,15,1,3017125022,Middle,24,2
3219,15,1,3017125023,High,24,1
3220,15,1,3017125024,High,24,2
3221,39,1,3017125030,Control,2,1
3222,39,1,3017126001,Control,2,2
3223,39,1,3017126002,Low,2,1
3224,39,1,3017126003,Low,2,2
3225,39,1,3017126004,Middle,2,1
3226,39,1,3017126005,Middle,2,2
3227,39,1,3017126006,High,2,1
3228,39,1,3017126007,High,2,2
3229,39,1,3017126008,Control,8,1
3230,39,1,3017126009,Control,8,2
3231,39,1,3017126010,Low,8,1
3232,39,1,3017126011,Low,8,2
3233,39,1,3017126012,Middle,8,1
3234,39,1,3017126013,Middle,8,2
3235,39,1,3017126014,High,8,1
3236,39,1,3017126015,High,8,2
3237,39,1,3017126016,Control,24,1
3238,39,1,3017126017,Control,24,2
3239,39,1,3017126018,Low,24,1
3240,39,1,3017126019,Low,24,2
3241,39,1,3017126020,Middle,24,1
3242,39,1,3017126021,Middle,24,2
3243,39,1,3017126022,High,24,1
3244,39,1,3017126023,High,24,2
3245,48,1,3017126024,Control,2,1
3246,48,1,3017126025,Control,2,2
3247,48,1,3017126026,Low,2,1
3248,48,1,3017126027,Low,2,2
3249,48,1,3017126028,Middle,2,1
3250,48,1,3017126029,Middle,2,2
3251,48,1,3017126030,High,2,1
3252,48,1,3017127001,High,2,2
3253,48,1,3017127002,Control,8,1
3254,48,1,3017127003,Control,8,2
3255,48,1,3017127004,Low,8,1
3256,48,1,3017127005,Low,8,2
3257,48,1,3017127006,Middle,8,1
3258,48,1,3017127007,Middle,8,2
3259,48,1,3017127008,High,8,1
3260,48,1,3017127009,High,8,2
3261,48,1,3017127010,Control,24,1
3262,48,1,3017127011,Control,24,2
3263,48,1,3017127012,Low,24,1
3264,48,1,3017127013,Low,24,2
3265,48,1,3017127014,Middle,24,1
3266,48,1,3017127015,Middle,24,2
3267,48,1,3017127016,High,24,1
3268,48,1,3017127017,High,24,2
3269,24,1,3017128012,Control,2,1
3270,24,1,3017128013,Control,2,2
3271,24,1,3017128014,Low,2,1
3272,24,1,3017128015,Low,2,2
3273,24,1,3017128016,Middle,2,1
3274,24,1,3017128017,Middle,2,2
3275,24,1,3017128018,High,2,1
3276,24,1,3017128019,High,2,2
3277,24,1,3017128020,Control,8,1
3278,24,1,3017128021,Control,8,2
3279,24,1,3017128022,Low,8,1
3280,24,1,3017128023,Low,8,2
3281,24,1,3017128024,Middle,8,1
3282,24,1,3017128025,Middle,8,2
3283,24,1,3017128026,High,8,1
3284,24,1,3017128027,High,8,2
3285,24,1,3017128028,Control,24,1
3286,24,1,3017128029,Control,24,2
3287,24,1,3017128030,Low,24,1
3288,24,1,3017130001,Low,24,2
3289,24,1,3017130002,Middle,24,1
3290,24,1,3017130003,Middle,24,2
3291,24,1,3017130004,High,24,1
3292,24,1,3017130005,High,24,2
3293,51,1,3017130024,Control,2,1
3294,51,1,3017130025,Control,2,2
3295,51,1,3017130026,Low,2,1
3296,51,1,3017130027,Low,2,2
3297,51,1,3017130028,Middle,2,1
3298,51,1,3017130029,Middle,2,2
3299,51,1,3017130030,High,2,1
3300,51,1,3017131001,High,2,2
3301,51,1,3017131002,Control,8,1
3302,51,1,3017131003,Control,8,2
3303,51,1,3017131004,Low,8,1
3304,51,1,3017131005,Low,8,2
3305,51,1,3017131006,Middle,8,1
3306,51,1,3017131007,Middle,8,2
3307,51,1,3017131008,High,8,1
3308,51,1,3017131009,High,8,2
3309,51,1,3017131010,Control,24,1
3310,51,1,3017131011,Control,24,2
3311,51,1,3017131012,Low,24,1
3312,51,1,3017131013,Low,24,2
3313,51,1,3017131014,Middle,24,1
3314,51,1,3017131015,Middle,24,2
3315,51,1,3017131016,High,24,1
3316,51,1,3017131017,High,24,2
3317,52,1,3017132024,Control,2,1
3318,52,1,3017132025,Control,2,2
3319,52,1,3017132026,Low,2,1
3320,52,1,3017132027,Low,2,2
3321,52,1,3017132028,Middle,2,1
3322,52,1,3017132029,Middle,2,2
3323,52,1,3017132030,High,2,1
3324,52,1,3017133001,High,2,2
3325,52,1,3017133002,Control,8,1
3326,52,1,3017133003,Control,8,2
3327,52,1,3017133004,Low,8,1
3328,52,1,3017133005,Low,8,2
3329,52,1,3017133006,Middle,8,1
3330,52,1,3017133007,Middle,8,2
3331,52,1,3017133008,High,8,1
3332,52,1,3017133009,High,8,2
3333,52,1,3017133010,Control,24,1
3334,52,1,3017133011,Control,24,2
3335,52,1,3017133012,Low,24,1
3336,52,1,3017133013,Low,24,2
3337,52,1,3017133014,Middle,24,1
3338,52,1,3017133015,Middle,24,2
3339,52,1,3017133016,High,24,1
3340,52,1,3017133017,High,24,2
3341,50,1,3017134001,Control,2,1
3342,50,1,3017134002,Control,2,2
3343,50,1,3017134003,Low,2,1
3344,50,1,3017134004,Low,2,2
3345,50,1,3017134005,Middle,2,1
3346,50,1,3017134006,Middle,2,2
3347,50,1,3017134007,High,2,1
3348,50,1,3017134008,High,2,2
3349,50,1,3017134009,Control,8,1
3350,50,1,3017134010,Control,8,2
3351,50,1,3017134011,Low,8,1
3352,50,1,3017134012,Low,8,2
3353,50,1,3017134013,Middle,8,1
3354,50,1,3017134014,Middle,8,2
3355,50,1,3017134015,High,8,1
3356,50,1,3017134016,High,8,2
3357,50,1,3017134017,Control,24,1
3358,50,1,3017134018,Control,24,2
3359,50,1,3017134019,Low,24,1
3360,50,1,3017134020,Low,24,2
3361,50,1,3017134021,Middle,24,1
3362,50,1,3017134022,Middle,24,2
3363,50,1,3017134023,High,24,1
3364,50,1,3017134024,High,24,2
3365,36,1,3017134030,Control,2,1
3366,36,1,3017135025,Control,2,2
3367,36,1,3017135026,Low,2,1
3368,36,1,3017135027,Low,2,2
3369,36,1,3017135028,Middle,2,1
3370,36,1,3017135029,Middle,2,2
3371,36,1,3017135030,High,2,1
3372,23,1,3017136001,Control,2,1
3373,23,1,3017136002,Control,2,2
3374,23,1,3017136003,Low,2,1
3375,23,1,3017136004,Low,2,2
3376,23,1,3017136005,Middle,2,1
3377,23,1,3017136006,Middle,2,2
3378,23,1,3017136007,High,2,1
3379,23,1,3017136008,High,2,2
3380,23,1,3017136009,Control,8,1
3381,23,1,3017136010,Control,8,2
3382,23,1,3017136011,Low,8,1
3383,23,1,3017136012,Low,8,2
3384,23,1,3017136013,Middle,8,1
3385,23,1,3017136014,Middle,8,2
3386,23,1,3017136015,High,8,1
3387,23,1,3017136016,High,8,2
3388,23,1,3017136017,Control,24,1
3389,23,1,3017136018,Control,24,2
3390,23,1,3017136019,Low,24,1
3391,23,1,3017136020,Low,24,2
3392,23,1,3017136021,Middle,24,1
3393,23,1,3017136022,Middle,24,2
3394,23,1,3017136023,High,24,1
3395,23,1,3017136024,High,24,2
3396,36,1,3017136025,High,2,2
3397,36,1,3017136026,Control,8,1
3398,36,1,3017136027,Control,8,2
3399,36,1,3017136028,Low,8,1
3400,36,1,3017136029,Low,8,2
3401,36,1,3017136030,Middle,8,1
3402,36,1,3017137001,Middle,8,2
3403,36,1,3017137002,High,8,1
3404,36,1,3017137003,High,8,2
3405,36,1,3017137004,Control,24,1
3406,36,1,3017137005,Control,24,2
3407,36,1,3017137006,Low,24,1
3408,36,1,3017137007,Low,24,2
3409,36,1,3017137008,Middle,24,1
3410,36,1,3017137009,Middle,24,2
3411,36,1,3017137010,High,24,1
3412,36,1,3017137011,High,24,2
3413,14,1,3017139001,Control,2,1
3414,14,1,3017139002,Control,2,2
3415,14,1,3017139003,Low,2,1
3416,14,1,3017139004,Low,2,2
3417,14,1,3017139005,Middle,2,1
3418,14,1,3017139006,Middle,2,2
3419,14,1,3017139007,High,2,1
3420,14,1,3017139008,High,2,2
3421,14,1,3017139009,Control,8,1
3422,14,1,3017139010,Control,8,2
3423,14,1,3017139011,Low,8,1
3424,14,1,3017139012,Low,8,2
3425,14,1,3017139013,Middle,8,1
3426,14,1,3017139014,Middle,8,2
3427,14,1,3017139015,High,8,1
3428,14,1,3017139016,High,8,2
3429,14,1,3017139017,Control,24,1
3430,14,1,3017139018,Control,24,2
3431,14,1,3017139019,Low,24,1
3432,14,1,3017139020,Low,24,2
3433,14,1,3017139021,Middle,24,1
3434,14,1,3017139022,Middle,24,2
3435,14,1,3017139023,High,24,1
3436,14,1,3017139024,High,24,2
3437,5,1,3017140018,Control,2,2
3438,5,1,3017140019,Middle,2,1
3439,38,1,3017141001,High,8,1
3440,38,1,3017141002,High,8,2
3441,38,1,3017141003,Control,24,1
3442,38,1,3017141004,Control,24,2
3443,38,1,3017141005,Low,24,1
3444,38,1,3017141006,Low,24,2
3445,38,1,3017142002,Control,8,2
3446,38,1,3017142003,Low,8,1
3447,38,1,3017142004,Low,8,2
3448,38,1,3017142005,Middle,8,1
3449,38,1,3017142006,Middle,8,2
3450,38,1,3017143001,Middle,24,1
3451,38,1,3017143002,Middle,24,2
3452,38,1,3017143003,High,24,1
3453,38,1,3017143004,High,24,2
3454,38,1,3017144001,Control,2,1
3455,38,1,3017144002,Control,2,2
3456,38,1,3017144003,Low,2,1
3457,38,1,3017144004,Low,2,2
3458,38,1,3017144005,Middle,2,1
3459,38,1,3017144006,Middle,2,2
3460,38,1,3017144007,High,2,1
3461,38,1,3017144008,High,2,2
3462,38,1,3017144009,Control,8,1
3463,54,1,3017145001,Control,2,1
3464,54,1,3017145003,Low,2,1
3465,54,1,3017145004,Low,2,2
3466,54,1,3017145005,Middle,2,1
3467,54,1,3017145006,Middle,2,2
3468,54,1,3017145007,High,2,1
3469,54,1,3017145008,High,2,2
3470,54,1,3017145009,Control,8,1
3471,54,1,3017145010,Control,8,2
3472,54,1,3017145011,Low,8,1
3473,54,1,3017145012,Low,8,2
3474,54,1,3017145013,Middle,8,1
3475,54,1,3017145014,Middle,8,2
3476,54,1,3017145015,High,8,1
3477,54,1,3017145016,High,8,2
3478,54,1,3017145017,Control,24,1
3479,54,1,3017145018,Control,24,2
3480,54,1,3017145019,Low,24,1
3481,54,1,3017145020,Low,24,2
3482,54,1,3017145021,Middle,24,1
3483,54,1,3017145022,Middle,24,2
3484,54,1,3017145023,High,24,1
3485,54,1,3017145024,High,24,2
3486,40,1,3017147002,Control,2,1
3487,40,1,3017147003,Control,2,2
3488,40,1,3017147004,Low,2,1
3489,40,1,3017147005,Low,2,2
3490,40,1,3017147006,Middle,2,1
3491,40,1,3017147007,Middle,2,2
3492,40,1,3017147008,High,2,1
3493,40,1,3017147009,High,2,2
3494,40,1,3017147010,Control,8,1
3495,40,1,3017147011,Control,8,2
3496,40,1,3017147012,Low,8,1
3497,40,1,3017147013,Low,8,2
3498,40,1,3017147014,Middle,8,1
3499,40,1,3017147015,Middle,8,2
3500,40,1,3017147016,High,8,1
3501,40,1,3017147017,High,8,2
3502,40,1,3017147018,Control,24,1
3503,40,1,3017147019,Control,24,2
3504,40,1,3017147020,Low,24,1
3505,40,1,3017147021,Low,24,2
3506,40,1,3017147022,Middle,24,1
3507,40,1,3017147023,Middle,24,2
3508,40,1,3017147024,High,24,1
3509,40,1,3017147025,High,24,2
3510,53,1,3017148020,Control,2,1
3511,53,1,3017148021,Control,2,2
3512,53,1,3017148022,Low,2,1
3513,53,1,3017148023,Low,2,2
3514,53,1,3017148024,Middle,2,1
3515,53,1,3017148025,Middle,2,2
3516,53,1,3017148026,High,2,1
3517,53,1,3017148027,High,2,2
3518,53,1,3017148028,Control,8,1
3519,53,1,3017148029,Control,8,2
3520,53,1,3017148030,Low,8,1
3521,53,1,3017149001,Low,8,2
3522,53,1,3017149002,Middle,8,1
3523,53,1,3017149003,Middle,8,2
3524,53,1,3017149004,High,8,1
3525,53,1,3017149005,High,8,2
3526,53,1,3017149006,Control,24,1
3527,53,1,3017149007,Control,24,2
3528,53,1,3017149008,Low,24,1
3529,53,1,3017149009,Low,24,2
3530,53,1,3017149010,Middle,24,1
3531,53,1,3017149011,Middle,24,2
3532,53,1,3017149012,High,24,1
3533,53,1,3017149013,High,24,2
3534,41,1,3017151001,Control,2,1
3535,41,1,3017151002,Control,2,2
3536,41,1,3017151003,Low,2,1
3537,41,1,3017151004,Low,2,2
3538,41,1,3017151005,Middle,2,1
3539,41,1,3017151006,Middle,2,2
3540,41,1,3017151007,High,2,1
3541,41,1,3017151008,High,2,2
3542,41,1,3017151009,Control,8,1
3543,41,1,3017151010,Control,8,2
3544,41,1,3017151011,Low,8,1
3545,41,1,3017151012,Low,8,2
3546,41,1,3017151013,Middle,8,1
3547,41,1,3017151014,Middle,8,2
3548,41,1,3017151015,High,8,1
3549,41,1,3017151016,High,8,2
3550,41,1,3017151017,Control,24,1
3551,41,1,3017151018,Control,24,2
3552,41,1,3017151019,Low,24,1
3553,41,1,3017151020,Low,24,2
3554,41,1,3017151021,Middle,24,1
3555,41,1,3017151022,Middle,24,2
3556,41,1,3017151023,High,24,1
3557,41,1,3017151024,High,24,2
3558,37,1,3017154020,Control,2,1
3559,37,1,3017154021,Control,2,2
3560,37,1,3017154022,Low,2,1
3561,37,1,3017154023,Low,2,2
3562,37,1,3017154024,Middle,2,1
3563,37,1,3017154025,Middle,2,2
3564,37,1,3017154026,High,2,1
3565,37,1,3017154027,High,2,2
3566,37,1,3017154028,Control,8,1
3567,37,1,3017154029,Control,8,2
3568,37,1,3017154030,Low,8,1
3569,37,1,3017155001,Low,8,2
3570,37,1,3017155002,Middle,8,1
3571,37,1,3017155003,Middle,8,2
3572,37,1,3017155004,High,8,1
3573,37,1,3017155005,High,8,2
3574,37,1,3017155006,Control,24,1
3575,37,1,3017155007,Control,24,2
3576,37,1,3017155008,Low,24,1
3577,37,1,3017155009,Low,24,2
3578,37,1,3017155010,Middle,24,1
3579,37,1,3017155011,Middle,24,2
3580,37,1,3017155012,High,24,1
3581,37,1,3017155013,High,24,2
3582,55,1,3017159030,Control,2,1
3583,55,1,3017160001,Control,2,2
3584,55,1,3017160002,Low,2,1
3585,55,1,3017160003,Low,2,2
3586,55,1,3017160004,Middle,2,1
3587,55,1,3017160005,Middle,2,2
3588,55,1,3017160006,High,2,1
3589,55,1,3017160007,High,2,2
3590,55,1,3017160008,Control,8,1
3591,55,1,3017160009,Control,8,2
3592,55,1,3017160010,Low,8,1
3593,55,1,3017160011,Low,8,2
3594,55,1,3017160012,Middle,8,1
3595,55,1,3017160013,Middle,8,2
3596,55,1,3017160014,High,8,1
3597,55,1,3017160015,High,8,2
3598,55,1,3017160016,Control,24,1
3599,55,1,3017160017,Control,24,2
3600,55,1,3017160018,Low,24,1
3601,55,1,3017160019,Low,24,2
3602,55,1,3017160020,Middle,24,1
3603,55,1,3017160021,Middle,24,2
3604,55,1,3017160022,High,24,1
3605,55,1,3017160023,High,24,2
3606,57,1,3017167027,Middle,8,1
3607,57,1,3017167028,Middle,8,2
3608,57,1,3017167029,High,8,1
3609,57,1,3017167030,High,8,2
3610,57,1,3017168001,Control,2,1
3611,57,1,3017168002,Control,2,2
3612,57,1,3017168003,Low,2,1
3613,57,1,3017168004,Low,2,2
3614,57,1,3017168005,Middle,2,1
3615,57,1,3017168006,Middle,2,2
3616,57,1,3017168007,High,2,1
3617,57,1,3017168008,High,2,2
3618,57,1,3017168009,Control,8,1
3619,57,1,3017168010,Control,8,2
3620,57,1,3017168011,Low,8,1
3621,57,1,3017168012,Low,8,2
3622,58,1,3017169007,Control,2,1
3623,58,1,3017169008,Control,2,2
3624,58,1,3017169009,Low,2,1
3625,58,1,3017169010,Low,2,2
3626,58,1,3017169011,Middle,2,1
3627,58,1,3017169012,Middle,2,2
3628,58,1,3017169013,High,2,1
3629,58,1,3017169014,High,2,2
3630,58,1,3017169015,Control,8,1
3631,58,1,3017169016,Control,8,2
3632,58,1,3017169017,Low,8,1
3633,58,1,3017169018,Low,8,2
3634,58,1,3017169019,Middle,8,1
3635,58,1,3017169020,Middle,8,2
3636,58,1,3017169021,High,8,1
3637,58,1,3017169022,High,8,2
3638,58,1,3017169023,Control,24,1
3639,58,1,3017169024,Control,24,2
3640,58,1,3017169025,Low,24,1
3641,58,1,3017169026,Low,24,2
3642,58,1,3017169027,Middle,24,1
3643,58,1,3017169028,Middle,24,2
3644,58,1,3017169029,High,24,1
3645,58,1,3017169030,High,24,2
3646,57,1,3017170001,Control,24,1
3647,57,1,3017170002,Control,24,2
3648,57,1,3017170003,Low,24,1
3649,57,1,3017170004,Low,24,2
3650,57,1,3017170005,Middle,24,1
3651,57,1,3017170006,Middle,24,2
3652,57,1,3017170007,High,24,1
3653,57,1,3017170008,High,24,2
3654,46,1,3017170009,Control,2,1
3655,46,1,3017170010,Control,2,2
3656,46,1,3017170011,Low,2,1
3657,46,1,3017170012,Low,2,2
3658,46,1,3017170013,Middle,2,1
3659,46,1,3017170014,Middle,2,2
3660,46,1,3017170015,High,2,1
3661,46,1,3017170016,High,2,2
3662,46,1,3017170017,Control,8,1
3663,46,1,3017170018,Control,8,2
3664,46,1,3017170019,Low,8,1
3665,46,1,3017170020,Low,8,2
3666,46,1,3017170021,Middle,8,1
3667,46,1,3017170022,Middle,8,2
3668,46,1,3017170023,High,8,1
3669,46,1,3017170024,High,8,2
3670,46,1,3017170025,Control,24,1
3671,46,1,3017170026,Control,24,2
3672,46,1,3017170027,Low,24,1
3673,46,1,3017170028,Low,24,2
3674,46,1,3017170029,Middle,24,1
3675,46,1,3017170030,Middle,24,2
3676,46,1,3017171001,High,24,1
3677,46,1,3017171002,High,24,2
3678,56,1,3017171003,Control,2,1
3679,56,1,3017171004,Control,2,2
3680,56,1,3017171005,Low,2,1
3681,56,1,3017171006,Low,2,2
3682,56,1,3017171008,Middle,2,2
3683,56,1,3017171009,High,2,1
3684,56,1,3017171010,High,2,2
3685,56,1,3017171011,Control,8,1
3686,56,1,3017171012,Control,8,2
3687,56,1,3017171013,Low,8,1
3688,56,1,3017171014,Low,8,2
3689,56,1,3017171015,Middle,8,1
3690,56,1,3017171016,Middle,8,2
3691,56,1,3017171017,High,8,1
3692,56,1,3017171018,High,8,2
3693,56,1,3017171019,Control,24,1
3694,56,1,3017171020,Control,24,2
3695,56,1,3017171021,Low,24,1
3696,56,1,3017171022,Low,24,2
3697,56,1,3017171023,Middle,24,1
3698,56,1,3017171024,Middle,24,2
3699,56,1,3017171025,High,24,1
3700,56,1,3017171026,High,24,2
3701,54,1,3017182007,Control,2,2
3702,56,1,3017182008,Middle,2,1
3703,65,1,3017216023,Control,2,1
3704,65,1,3017216024,Control,2,2
3705,65,1,3017216025,Low,2,1
3706,65,1,3017216026,Low,2,2
3707,65,1,3017216027,Middle,2,1
3708,65,1,3017216028,Middle,2,2
3709,65,1,3017216029,High,2,1
3710,65,1,3017216030,High,2,2
3711,65,1,3017217001,Control,8,1
3712,65,1,3017217002,Control,8,2
3713,65,1,3017217003,Low,8,1
3714,65,1,3017217004,Low,8,2
3715,65,1,3017217005,Middle,8,1
3716,65,1,3017217006,Middle,8,2
3717,65,1,3017217007,High,8,1
3718,65,1,3017217008,High,8,2
3719,65,1,3017217009,Control,24,1
3720,65,1,3017217010,Control,24,2
3721,65,1,3017217011,Low,24,1
3722,65,1,3017217012,Low,24,2
3723,65,1,3017217013,Middle,24,1
3724,65,1,3017217014,Middle,24,2
3725,65,1,3017217015,High,24,1
3726,65,1,3017217016,High,24,2
3727,60,1,3017217017,Control,2,1
3728,60,1,3017217018,Control,2,2
3729,60,1,3017217019,Low,2,1
3730,60,1,3017217020,Low,2,2
3731,60,1,3017217021,Middle,2,1
3732,60,1,3017217022,Middle,2,2
3733,60,1,3017217023,High,2,1
3734,60,1,3017217024,High,2,2
3735,60,1,3017217025,Control,8,1
3736,60,1,3017217026,Control,8,2
3737,60,1,3017217027,Low,8,1
3738,60,1,3017217028,Low,8,2
3739,60,1,3017217029,Middle,8,1
3740,60,1,3017217030,Middle,8,2
3741,60,1,3017218001,High,8,1
3742,60,1,3017218002,High,8,2
3743,60,1,3017218003,Control,24,1
3744,60,1,3017218004,Control,24,2
3745,60,1,3017218005,Low,24,1
3746,60,1,3017218006,Low,24,2
3747,60,1,3017218007,Middle,24,1
3748,60,1,3017218008,Middle,24,2
3749,60,1,3017218009,High,24,1
3750,60,1,3017218010,High,24,2
3751,63,1,3017218011,Control,2,1
3752,63,1,3017218012,Control,2,2
3753,63,1,3017218013,Low,2,1
3754,63,1,3017218014,Low,2,2
3755,63,1,3017218015,Middle,2,1
3756,63,1,3017218016,Middle,2,2
3757,63,1,3017218017,High,2,1
3758,63,1,3017218018,High,2,2
3759,63,1,3017218019,Control,8,1
3760,63,1,3017218020,Control,8,2
3761,63,1,3017218021,Low,8,1
3762,63,1,3017218022,Low,8,2
3763,63,1,3017218023,Middle,8,1
3764,63,1,3017218024,Middle,8,2
3765,63,1,3017218025,High,8,1
3766,63,1,3017218026,High,8,2
3767,63,1,3017218027,Control,24,1
3768,63,1,3017218028,Control,24,2
3769,63,1,3017218029,Low,24,1
3770,63,1,3017218030,Low,24,2
3771,63,1,3017219001,Middle,24,1
3772,63,1,3017219002,Middle,24,2
3773,63,1,3017219003,High,24,1
3774,63,1,3017219004,High,24,2
3775,67,1,3017230001,Control,2,1
3776,67,1,3017230002,Control,2,2
3777,67,1,3017230003,Low,2,1
3778,67,1,3017230004,Low,2,2
3779,67,1,3017230005,Middle,2,1
3780,67,1,3017230006,Middle,2,2
3781,67,1,3017230007,High,2,1
3782,67,1,3017230008,High,2,2
3783,67,1,3017230009,Control,8,1
3784,67,1,3017230010,Control,8,2
3785,67,1,3017230011,Low,8,1
3786,67,1,3017230012,Low,8,2
3787,67,1,3017230013,Middle,8,1
3788,67,1,3017230014,Middle,8,2
3789,67,1,3017230015,High,8,1
3790,67,1,3017230016,High,8,2
3791,67,1,3017230017,Control,24,1
3792,67,1,3017230018,Control,24,2
3793,67,1,3017230019,Low,24,1
3794,67,1,3017230020,Low,24,2
3795,67,1,3017230021,Middle,24,1
3796,67,1,3017230022,Middle,24,2
3797,67,1,3017230023,High,24,1
3798,67,1,3017230024,High,24,2
3799,66,1,3017234030,Control,2,1
3800,66,1,3017235001,Control,2,2
3801,66,1,3017235002,Low,2,1
3802,66,1,3017235003,Low,2,2
3803,66,1,3017235004,Middle,2,1
3804,66,1,3017235005,Middle,2,2
3805,66,1,3017235006,High,2,1
3806,66,1,3017235007,High,2,2
3807,66,1,3017235008,Control,8,1
3808,66,1,3017235009,Control,8,2
3809,66,1,3017235010,Low,8,1
3810,66,1,3017235011,Low,8,2
3811,66,1,3017235012,Middle,8,1
3812,66,1,3017235013,Middle,8,2
3813,66,1,3017235014,High,8,1
3814,66,1,3017235015,High,8,2
3815,66,1,3017235016,Control,24,1
3816,66,1,3017235017,Control,24,2
3817,66,1,3017235018,Low,24,1
3818,66,1,3017235019,Low,24,2
3819,66,1,3017235020,Middle,24,1
3820,66,1,3017235021,Middle,24,2
3821,66,1,3017235022,High,24,1
3822,66,1,3017235023,High,24,2
3823,62,1,3017237001,Control,2,1
3824,62,1,3017237002,Control,2,2
3825,62,1,3017237003,Low,2,1
3826,62,1,3017237004,Low,2,2
3827,62,1,3017237005,Middle,2,1
3828,62,1,3017237006,Middle,2,2
3829,62,1,3017237007,High,2,1
3830,62,1,3017237008,High,2,2
3831,62,1,3017237009,Control,8,1
3832,62,1,3017237010,Control,8,2
3833,62,1,3017237011,Low,8,1
3834,62,1,3017237012,Low,8,2
3835,62,1,3017237013,Middle,8,1
3836,62,1,3017237014,Middle,8,2
3837,62,1,3017237015,High,8,1
3838,62,1,3017237016,High,8,2
3839,62,1,3017237017,Control,24,1
3840,62,1,3017237018,Control,24,2
3841,62,1,3017237019,Low,24,1
3842,62,1,3017237020,Low,24,2
3843,62,1,3017237021,Middle,24,1
3844,62,1,3017237023,High,24,1
3845,62,1,3017237024,High,24,2
3846,61,1,3017241004,Control,2,1
3847,61,1,3017241005,Control,2,2
3848,61,1,3017241006,Low,2,1
3849,61,1,3017241007,Low,2,2
3850,61,1,3017241008,Middle,2,1
3851,61,1,3017241009,Middle,2,2
3852,61,1,3017241010,High,2,1
3853,61,1,3017241011,High,2,2
3854,61,1,3017241012,Control,8,1
3855,61,1,3017241013,Control,8,2
3856,61,1,3017241014,Low,8,1
3857,61,1,3017241015,Low,8,2
3858,61,1,3017241016,Middle,8,1
3859,61,1,3017241017,Middle,8,2
3860,61,1,3017241018,High,8,1
3861,61,1,3017241019,High,8,2
3862,61,1,3017241020,Control,24,1
3863,61,1,3017241021,Control,24,2
3864,61,1,3017241022,Low,24,1
3865,61,1,3017241023,Low,24,2
3866,61,1,3017241024,Middle,24,1
3867,61,1,3017241025,Middle,24,2
3868,61,1,3017241026,High,24,1
3869,61,1,3017241027,High,24,2
3870,69,1,3017241028,Control,2,1
3871,69,1,3017241029,Control,2,2
3872,69,1,3017241030,Low,2,1
3873,69,1,3017242001,Low,2,2
3874,69,1,3017242002,Middle,2,1
3875,69,1,3017242003,Middle,2,2
3876,69,1,3017242004,High,2,1
3877,69,1,3017242005,High,2,2
3878,69,1,3017242006,Control,8,1
3879,69,1,3017242007,Control,8,2
3880,69,1,3017242008,Low,8,1
3881,69,1,3017242009,Low,8,2
3882,69,1,3017242010,Middle,8,1
3883,69,1,3017242011,Middle,8,2
3884,69,1,3017242012,High,8,1
3885,69,1,3017242013,High,8,2
3886,69,1,3017242014,Control,24,1
3887,69,1,3017242015,Control,24,2
3888,69,1,3017242016,Low,24,1
3889,69,1,3017242017,Middle,24,1
3890,69,1,3017242018,Middle,24,2
3891,69,1,3017242019,High,24,1
3892,69,1,3017242020,High,24,2
3893,69,1,3017242021,Low,24,2
